"nombre","direccion","ciudad","provincia","ci"
"AGRUPACIÓN SOCIAL, CULTURAL Y RELIGIOSA AFRICANISTA Y UMBANDISTA (A.S.R.A.U.) - FILIAL 7","ANTONIO ONETO 191","TRELEW","Chubut","4032"
"AGRUPACIÓN SOCIAL, CULTURAL Y RELIGIOSA AFRICANISTA Y UMBANDISTA (A.S.R.A.U.) - FILIAL 8","ALVAREZ RODRIGUEZ  386","SANTOS TESEI","Buenos Aires","4032"
"AGRUPACIÓN SOCIAL, CULTURAL Y RELIGIOSA AFRICANISTA Y UMBANDISTA (A.S.R.A.U.) - FILIAL 9","GARIBALDI 3952","VICTORIA","Buenos Aires","4032"
"AHABAT AJIM ASOCIACION CIVIL (AMOR ENTRE HERMANOS ASOCIACION CIVIL)","LARREA 771 PISO 2","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3909"
"ALAS DE FUEGO","CHACO 1059 ","MORENO","Buenos Aires","3016"
"ALIANZA CRISTIANA DE IGLESIAS EVANGELICAS DE LA REPUBLICA ARGENTINA","ALSINA 1586 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1726"
"ALIANZA CRISTIANA Y MISIONERA - THE CHRISTIAN AND MISSIONARY ALLIANCE","WASHINGTON 2945 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","111"
"ALIANZA EVANGELICA MENONITA DE LA ARGENTINA","GASCON 2851 ","BOULOGNE SUR MER","Buenos Aires","171"
"ALIANZA EVANGELICA MENONITA DE LA ARGENTINA - FILIAL 1","SAN MARTIN Nº1","CAMPANA","Buenos Aires","171"
"ALIANZA EVANGELICA MENONITA DE LA ARGENTINA - FILIAL 2","LAVALLE 1374","CAMPANA","Buenos Aires","171"
"ALIANZA EVANGELICA MENONITA DE LA ARGENTINA - FILIAL 3","ALFREDO NOBEL 7727","DEL VISO","Buenos Aires","171"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA","POTOSI 2023","OLIVOS","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 1","316 N° 1883 ESQUINA AVDA. RANELAGH","RANELAGH","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 10","JOSE INGENIEROS 740","EL JAGUEL","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 2","MANUEL DE FALLA 2265","RINCON DE MILBERG","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 3","TRES CRUCES 536","RAFAEL CASTILLO","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 4","NORQUIN 984","ISIDRO CASANOVA","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 5","SALINAS GRANDES S/N° - CIRC. I SECC. B MANZ. 48 A PARCELA 9","BENITO JUAREZ","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 6","EVA PERON 5518","VILLA DE MAYO","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 7","GORRITI 1397","LOS POLVORINES ","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 8","MADARIAGA 57","MONTE GRANDE","Buenos Aires","3513"
"ALIANZA PASTORAL DE LA REPUBLICA ARGENTINA - FILIAL 9","DEL BAÑADO 1569","RAFAEL CASTILLO","Buenos Aires","3513"
"AM OLAN (LA NACION ETERNA)","BERTHELOT 3469 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1524"
"AMALIA DOMINGO SOLER","CALLE 24 Nº 1026 ","25 DE MAYO","Buenos Aires","636"
"AMALIA DOMINGO SOLER Nº 5","ARREDONDO 5143 ","VILLA DOMINICO","Buenos Aires","1119"
"AMIJAI","ARRIBEÑOS 1277","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3032"
"ANTIGUA SENDA DE JESUCRISTO","CALLE 5 Nº 4225 ","JOSE LEON SUAREZ","Buenos Aires","2968"
"ANTORCHA CENTRO CRISTIANO","CHAPUY 2331","VENADO TUERTO-GRAL. LÓPEZ","Santa Fe","4388"
"ANTORCHA CENTRO CRISTIANO","CHAPUY 2331","VENADO TUERTO","Santa Fe","4388"
"ANTORCHITA ESPIRITUAL","NEUQUÉN 1150 ","EL PALOMAR","Buenos Aires","725"
"ARBOL DE VIDA ","CALLE: CHUBUT N° 7038, BARRIO SAN AGUSTÍN","SANTA FE ","Santa Fe","5248"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 1","ALSINA 282","JUNIN","Buenos Aires","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 10","PELLEGRINI 250","SALTA","Salta","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 11","A ROJAS 363","SANTIAGO DEL ESTERO","Santiago del Estero","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 12","BARCALA 387","MENDOZA","Mendoza","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 13","ESPERANZA","SANTA FE","Santa Fe","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 2","ESPAÑA 353","PARANA","Entre Ríos","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 3","MONTEAGUDO 248","PERGAMINO","Buenos Aires","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 4","GRAL OBLIGADO 329","RECONQUISTA","Santa Fe","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 5","ITALIA 1145","ROSARIO","Santa Fe","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 6","Bº SAN JORGE","SAN FERNANDO","Buenos Aires","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 7","MAIPU 567","SAN MIGUEL","Tucuman","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 8","MAIPU 66","CORDOBA","Córdoba","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN R.A. ASOC. CIVIL - FILIAL 9","ALVEAR Y MAIPU","SANTA FE","Santa Fe","746"
"ARQUIDIOCESIS CATOLICA APOSTOLICA ORTODOXA DE ANTIOQUIA EN REPÚBLICA ARGENTINA ASOCIACIÓN CIVIL","RAUL SCALABRINI ORTIZ 1261 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","746"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA","F. ALCORTA 3187 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 1","D LIBERATTO 402","BERISSO","Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 2","J ALVAREZ 1030/40","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 3","AV CORONEL ROCA 1418","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 4","ITALIA 722","COMODORO RIVADAVIA","Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 5","CAMINO DE CINTURA","ESTEBAN ECHEVERRIA","Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 6","AZOPARDO 150","REMEDIOS DE ESCALADA","Buenos Aires","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 7","SALTA 1746","ROSARIO","Santa Fe","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 8","SANTA ROSA 1133","CORDOBA","Córdoba","635"
"ARZOBISPADO ORTODOXO GRIEGO DE BUENOS AIRES Y SUD AMERICA - FILIAL 9","RUTA 8 KM 33.800","","Buenos Aires","635"
"AS0CIACION DE LA IGLESIA DE DIOS EN LA ARGENTINA - FILIAL 37","MZA. 56 - LOTE 16 - CIRC. 2° - SECC. D - KM. 52 - VICENTE CASERES","CAÑUELAS","Buenos Aires","15"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS","GUARDA VIEJA 3846 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 1","ARENALES 220","ARRECIFES","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 2","LONDRES 1651","BURZACO","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 3","CALLE 6 S/N LOTE 15 MANZANA 62","GARIN","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 4","LAS CALANDRIAS 2648","HURLINGHAM","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 5","RIGLOS S/N LOTE 18 MANZANA 32","MARIANO ACOSTA","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 6","1º DE MAYO 589","MERLO","Buenos Aires","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 7","PADRE SENA S/N LOTE RURAL 258 LOTE 19 MANZANA 15","RESISTENCIA","Chaco","1029"
"ASAMBLEA APOSTOLICA DE LA FE EN CRISTO JESUS - FILIAL 8","MANUELA PEDRAZA 346","VILLA TESSEI","Buenos Aires","1029"
"ASAMBLEA CRISTIANA","ASUNCION 2880 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","1298"
"ASAMBLEA CRISTIANA","CRAMER 2648 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","578"
"ASAMBLEA CRISTIANA","AVDA. SALVADOR MARIA DEL CARRIL 5069","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","10"
"ASAMBLEA CRISTIANA &quot;EL REFUGIO ETERNO&quot;","CALLE 111 Nº. 3444 ","VILLA BONICH","Buenos Aires","1104"
"ASAMBLEA CRISTIANA &quot;EL REFUGIO ETERNO&quot; - FILIAL 1","CUBA 10237- ALTURA RUTA 8- KM. 21500","3 DE FEBRERO","Buenos Aires","1104"
"ASAMBLEA CRISTIANA &quot;EL REFUGIO ETERNO&quot; - FILIAL 2","PEDRO DE MENDOZA 2984","HURLINGHAM","Buenos Aires","1104"
"ASAMBLEA CRISTIANA &quot;EL REFUGIO ETERNO&quot; - FILIAL 3","H. DEL VALLE CARABAJAL 3564 - B° V. SUAYA","LA BANDA","Santiago del Estero","1104"
"ASAMBLEA CRISTIANA - FILIAL 1","DANTE 5641 ESQUINA LAS GAVIOTAS","VILLA BOSCH","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 10","POETA BARBIERI 226","ALBERTI","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 100","ZANELLA 3470","CASEROS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 101","GERVASIO PAVON 4101/5 BARRIO SAN JUAN","CASTELAR","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 102","SEGUNDO SOMBRA 986","SAN PEDRO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 103","RODRIGUEZ PEÑA 1922","EL TALAR","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 104","LUCIO LOPEZ 2822","TIGRE","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 105","JOSE M. TOOD 780 VILLA LOS ALAMOS","ROSARIO DE LA FRONTERA","Salta","10"
"ASAMBLEA CRISTIANA - FILIAL 106","ABRAHAM MATTEWS 140","TRELEW","Chubut","10"
"ASAMBLEA CRISTIANA - FILIAL 107","CATAMARCA 80","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 108","MAIPU 349 ESQUINA WASHINGTON","CHASCOMUS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 109","GUILLERMO BALL ENTRE RIVADAVIA Y ESPAÑA PARCELA 4C","RANCHOS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 11","LEIPZIG ESQUINA VIRGILIO - BARRIO BLANCO","MORON","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 110","CORRO 1927 BARRIO CACERES","CORDOBA","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 111","JULIO DANTAS S/N° ENTRE LIBERTAD Y SARMIENTO PARC. 2","GENERAL PAZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 112","CALLE 48 Y BELGRANO PARC. 21","RANCHOS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 114","HONDA S/N° ENTRE EUGENIO FLORES Y COSTA CANAL PARCELA 71 FOLIO 121 PAMPA DEL CHAÑAR","JACHAL","San Juan","10"
"ASAMBLEA CRISTIANA - FILIAL 115","ITALIA 377 CIRC. 1 SECC. J MANZ. 646 PARC. 21","CHACABUCO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 116","DTO. SANTA BARBARA LOTE 9 MANZ. 4 PALMA SOLA","ISLA GRANDE","Jujuy","10"
"ASAMBLEA CRISTIANA - FILIAL 117","LAS MALVINAS ESQUINA AVDA. GASPAR CAMPOS","SAN MIGUEL","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 118","FRAY LUIS BELTRAN 2102 BARRIO IPARAGUIRRE","ITUZAINGO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 12","SAN CARLOS DE BARILOCHE ESQUINA TALCAHUANO BARRIO ALMAGRO","MERLO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 120","17 DE AGOSTO Y DR. BARTH EL BRILLANTE","COLON","Entre Ríos","10"
"ASAMBLEA CRISTIANA - FILIAL 121","SANTA FE 198 ENTRE 20 DE JUNIO Y 25 DE MAYO","LA TIGRA","Chaco","10"
"ASAMBLEA CRISTIANA - FILIAL 122","CHRISTOPHENSEN 2590 Y NAGASAKY","LOS POLVORINES","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 123","AVDA. MONROE 4016","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 124","PUAN 4651"," CASEROS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 125","REVERENDO PADRE PUIG ESQ. HUERGO CIRC. II SECC. A MANZ. 9 PARC. 1 Y 23","LA REJA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 126","CHACABUCO 5760/5766","BILLINGHURST","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 127","FLEURI S/N° ENTRE JULIO SOSA Y CHAZARRETA","GENERAL RODRIGUEZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 13","PASCO 785 Y PONDS I 598 - BARRIO ASUNCION","MORON","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 15","RUTA 192 KM. 1300 MANZ. 10 LOTE 24 BARRIO SAN PEDRO","LUJAN","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 16","MUÑOZ Y MURILLO LOTE 11 MANZ. 46C B° EL ZORZAL","PONTEVEDRA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 17","LOS JACINTOS ENTRE MAGNOLIAS Y BEGONIAS","FERRARI","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 18","LAMMARTINE 283 BARRIO BELLA VISTA","CORDOBA","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 19","25 DE MAYO 418","HUINCA RENANCO","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 2","ASCASUBI 285","QUILMES","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 20","ALMIRANTE BROWN 286","JUSTO DARACT","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 21","PUEYRREDON 952","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 22","URUGUAY 235","GUALEGUAY","Entre Ríos","10"
"ASAMBLEA CRISTIANA - FILIAL 23","LOS RADALES 699","SAN CARLOS DE BARILOCHE","Río Negro","10"
"ASAMBLEA CRISTIANA - FILIAL 24","PALERMO 403 ESQ. GRANADA","VILLA TESEI","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 25","CIRCUNSCRIPCIÓN V SECCION C MANZANA 316 PARCELA 3","GENERAL RODRIGUEZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 26","CHACABUCO 5557","BILLINGHURST","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 27","SANTA CRUZ 205 BARRIO RESIDENCIAL SAN ROQUE LOTE 5 MANZANA 16","RIO SEGUNDO","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 28","INT. GNECCO ESQUINA MOISES LEBENSOHN LOTE 16 MANZANA 27 B° VILLA GRAL ZAPIOLA","MORENO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 29","BAHIA BLANCA 3348","SAN ANDRES","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 3","CALLE 121 ESQUINA 122","GUERNICA ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 30","AMBATO 336 B° DON PEDRO","ISIDRO CASANOVA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 31","CALLE 79 N° 431 B° VILLA CELESTINA","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 32","GUAYAQUIL 47 BARRIO SAN JOSE","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 33","ESPAÑA 476 B° SAN ANTONIO","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 34","LOS CASTAÑOS S/N° MANZANA 59 PARCELA 19 ZONA 3 CIRC. IV SECC. I C3 - VILLA MITRE","BERAZATEGUI","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 35","ALVAREZ 863","VILLA MADERO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 36","P. RIVAROLA S/N° MANZANA 39C PARCELA 2 - VILLA MAGDALENA","MERLO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 37","CALLE 1 S/N° MANZANA 83 LOTE 9","MERLO GOMEZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 38","JOSE SUPERI 861 B° GENERAL LAMADRID","SALTA","Salta","10"
"ASAMBLEA CRISTIANA - FILIAL 39","LIBERTAD S/N° LOTE 5 MANZ. 9","VILLANUEVA ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 4","AMEGHINO 2375","RANCHOS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 40","RODRIGUEZ PEÑA 571","CHIVILCOY","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 41","BELISARIO ROLDAN 421 B° BELGRANO","RIO SEGUNDO ","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 42","DIEGO VALDEZ 335 LOTE 15 MANZ. 61 C FRACC. 22","MERLO GOMEZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 43","BLAS PARERA S/N° LOTE 19 MANZANA C BARRIO LIBERTAD","MORON","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 44","LOTE 19 MANZANA 40 BARRIO EL PRADO","MARCOS PAZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 45","PASTOR LUNA 6954","VILLA BOSCH","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 46","CORONEL SUAREZ 1448","SALTA","Salta","10"
"ASAMBLEA CRISTIANA - FILIAL 47","COSQUIN 30 1° PISO","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 48","JUAN B. JUSTO 452","LOBERIA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 49","PEDRO GOYENA 2208","SAN FERNANDO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 5","SANTIAGO DE CHILE 775 BARRIO SAN JOSE","MORON","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 50","ZINNY 71","GONZALEZ CATAN","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 51","BOULOGNE SUR MER 1800 ESQUINA ESTRADA","VILLA MAIPU","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 52","CHACABUCO 1236","SAN LUIS","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 53","TUCUMAN 168","JUNIN","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 54","RESISTENCIA Y MARIA AUXILIADORA CIRC. IV SECC. E MANZ. 9-1 PARC. 14","FERRE","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 55","PTE QUINTANA 4465","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 56","REMEDIOS DE ESCALADA 5979 BARRIO LOS PINOS","ISIDRO CASANOVA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 57","JOSE G. ARTIGAS S/N° CIRC. 1 SECC.A MANZ. 36 PARC. 11 Y 12","GENERAL ARENALES","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 58","PIZARRO ESQUINA LARRETA Y GERCHUNOFF CIRC. V SECCION Q MANZANA 157 PARCELA 19 B° ALMAFUERTE","GLEW","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 59","LAS CALAS 7644 B° LIBERTADOR","JOSE LEON SUAREZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 6","MARIQUITA SANCHEZ DE THOMPSON 345","VILLA MADERO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 60","VIAMONTE 280","RAMOS MEJIA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 61","MARTIN RODRIGUEZ 1275","CAMPANA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 62","CRISTOBAL GAVICA 648 B° VILLA BOSCH","CATAMARCA","Catamarca","10"
"ASAMBLEA CRISTIANA - FILIAL 63","FELIX FRIAS 61 ESQUINA REYNOSO","DON TORCUATO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 64","GABRIEL LINARES 5212","CASEROS","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 65","RUFINO BARREIRO S/N° ESTREMO SUR","VILLA MERCEDES","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 66","EL PROGRESO S/N°","VILLA VALERIA","Córdoba","10"
"ASAMBLEA CRISTIANA - FILIAL 67","PARADERO ANTONIO AGÜERO S/N° KM. 656 EX. RUTA 7","SAN LUIS","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 68","CHACABUCO 5726","BILLINGHURST","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 69","MORENO 4536","BILLINGHURST","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 7","HERNANDEZ ESQUINA LUTHER KING Y COPERNICO","PASO DEL REY","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 70","GUEMES Y MADERO","TROPEZON","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 71","AVDA. GUEMES Y BENJAMIN MATIENZO","COLONIA EL ALCAZAR ","Misiones","10"
"ASAMBLEA CRISTIANA - FILIAL 72","LOTE J MANZANA 20 PDA. 7U 00128","PILCANIYEU","Río Negro","10"
"ASAMBLEA CRISTIANA - FILIAL 73","PERSEVERANCIA 2400 CASA 97 B° LASALLA SECTOR A","GONZALEZ CATAN","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 74","LARREA 5073","VILLA INSUPERABLE","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 75","ADOLFO ALSINA 3502","VICENTE LOPEZ","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 76","GUIDO SPANO 23","BURZACO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 77","MURATORE 99","VILLA MADERO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 78","AVDA. CROVARA 865","VILLA MADERO","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 79","RIO DE JANEIRO ESQUINA CASSINELLI LOTE 1 MANZANA 16","EZPELETA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 8","INDEPENDENCIA ESQUINA BELGRANO","ASCENCION","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 80","AVDA. ITALIA 2148","SAN LUIS","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 81","MARCELO T. DE ALVEAR 1345","VILLA MAIPU","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 82","CASTRIER 2370","VILLA CENTENARIO","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 83","BERGAMINI 1778","HURLINGHAM","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 84","LEBENSOHN Y AVDA. LAS HERAS","BERNAL","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 85","MANZANA F LOTE 94 BARRIO EVA PERON","SAN LUIS","San Luis","10"
"ASAMBLEA CRISTIANA - FILIAL 86","MOSCONI 240","CUTRALCO","Neuquén","10"
"ASAMBLEA CRISTIANA - FILIAL 87","ALTE. QUIJADA 2070","VILLA URQUIZA","San Juan","10"
"ASAMBLEA CRISTIANA - FILIAL 88","NICARAGUA 8665","PABLO PODESTA","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 89","CALLE 25 N° 301","VILLA MARIANO MORENO","Tucuman","10"
"ASAMBLEA CRISTIANA - FILIAL 9","SAN LORENZO 169","ESCOBAR","Buenos Aires","10"
"ASAMBLEA CRISTIANA - FILIAL 90","RUTA NAC. 40 S/N°","EL DESMONTE","Tucuman","10"
"ASAMBLEA CRISTIANA - FILIAL 91","RUTA PROVINCIAL 307 S/N°","AMAICHA DEL VALLE","Tucuman","10"
